Date;Price;Price_number;Open;High;Low;Vol.;Change %
28/07/2023;9,125;9125;9,2;9,225;9,125;74.51M;-1.08%
31/07/2023;9,125;9125;9,175;9,2;9,1;80.87M;0.00%
01/08/2023;9,125;9125;9,175;9,175;9,1;49.76M;0.00%
02/08/2023;9,2;9200;9,125;9,2;9,125;60.63M;0.82%
03/08/2023;9,25;9250;9,15;9,3;9,15;64.60M;0.54%
04/08/2023;9,15;9150;9,25;9,275;9,125;52.68M;-1.08%
07/08/2023;9,275;9275;9,15;9,275;9,15;55.59M;1.37%
08/08/2023;9,2;9200;9,275;9,3;9,2;61.29M;-0.81%
09/08/2023;9,4;9400;9,275;9,4;9,25;77.06M;2.17%
10/08/2023;9,4;9400;9,4;9,425;9,35;78.07M;0.00%
11/08/2023;9,4;9400;9,425;9,45;9,375;68.90M;0.00%
14/08/2023;9,35;9350;9,325;9,35;9,225;75.50M;-0.53%
15/08/2023;9,3;9300;9,325;9,375;9,3;59.30M;-0.53%
16/08/2023;9,3;9300;9,275;9,325;9,25;76.44M;0.00%
18/08/2023;9,25;9250;9,25;9,35;9,25;79.33M;-0.54%
21/08/2023;9,175;9175;9,225;9,25;9,175;73.57M;-0.81%
22/08/2023;9,3;9300;9,15;9,325;9,15;65.66M;1.36%
23/08/2023;9,3;9300;9,3;9,325;9,275;63.75M;0.00%
24/08/2023;9,2;9200;9,25;9,325;9,2;53.73M;-1.08%
25/08/2023;9,275;9275;9,2;9,275;9,175;50.38M;0.82%
28/08/2023;9,2;9200;9,25;9,25;9,2;44.42M;-0.81%
29/08/2023;9,25;9250;9,275;9,3;9,2;45.43M;0.54%
30/08/2023;9,2;9200;9,3;9,3;9,2;56.23M;-0.54%
31/08/2023;9,175;9175;9,2;9,225;9,1;136.11M;-0.27%
01/09/2023;9,225;9225;9,2;9,275;9,175;42.15M;0.54%
04/09/2023;9,225;9225;9,225;9,275;9,175;40.61M;0.00%
05/09/2023;9,225;9225;9,25;9,25;9,2;42.01M;0.00%
06/09/2023;9,15;9150;9,2;9,25;9,15;49.32M;-0.81%
07/09/2023;9,175;9175;9,125;9,175;9,1;61.41M;0.27%
08/09/2023;9,125;9125;9,1;9,15;9,05;80.73M;-0.54%
11/09/2023;9,125;9125;9,075;9,125;9,075;53.16M;0.00%
12/09/2023;9,1;9100;9,1;9,125;9,075;66.48M;-0.27%
13/09/2023;9,075;9075;9,05;9,075;9;69.49M;-0.27%
14/09/2023;9,1;9100;9;9,125;9;112.76M;0.28%
15/09/2023;9;9000;9,05;9,1;9;121.01M;-1.10%
18/09/2023;9;9000;9,05;9,075;9;34.27M;0.00%
19/09/2023;9,075;9075;9;9,075;8,975;37.02M;0.83%
20/09/2023;9,15;9150;9,125;9,175;9,075;54.31M;0.83%
21/09/2023;9,125;9125;9,125;9,15;9,075;40.61M;-0.27%
22/09/2023;9,075;9075;9,125;9,15;9,075;42.45M;-0.55%
25/09/2023;9;9000;9,075;9,075;9;56.23M;-0.83%
26/09/2023;8,95;8950;9;9,025;8,95;73.54M;-0.56%
27/09/2023;8,875;8875;8,9;9;8,875;84.35M;-0.84%
29/09/2023;8,825;8825;8,825;8,9;8,825;119.44M;-0.56%
02/10/2023;9,075;9075;8,9;9,1;8,875;93.66M;2.83%
03/10/2023;9,2;9200;9,075;9,2;9,025;99.11M;1.38%
04/10/2023;9,2;9200;9,2;9,25;9,125;112.58M;0.00%
05/10/2023;9,075;9075;9,2;9,2;9,075;72.86M;-1.36%
06/10/2023;9,025;9025;9,1;9,1;9,025;53.34M;-0.55%
09/10/2023;9,05;9050;9,025;9,125;9,025;43.77M;0.28%
10/10/2023;8,925;8925;9;9;8,925;107.49M;-1.38%
11/10/2023;8,925;8925;8,925;9,025;8,925;84.31M;0.00%
12/10/2023;9,05;9050;9;9,1;9;71.06M;1.40%
13/10/2023;9,075;9075;9,1;9,125;9,025;62.94M;0.28%
16/10/2023;9,1;9100;9,125;9,125;9,05;37.60M;0.28%
17/10/2023;8,95;8950;9,05;9,075;8,95;59.61M;-1.65%
18/10/2023;8,85;8850;8,925;8,95;8,85;70.86M;-1.12%
19/10/2023;8,75;8750;8,825;8,85;8,75;89.51M;-1.13%
20/10/2023;8,975;8975;8,725;9,025;8,725;80.33M;2.57%
23/10/2023;8,85;8850;8,875;8,925;8,85;50.63M;-1.39%
24/10/2023;8,775;8775;8,775;8,875;8,775;76.96M;-0.85%
25/10/2023;8,875;8875;8,825;8,925;8,825;54.75M;1.14%
26/10/2023;8,725;8725;8,925;8,95;8,725;63.20M;-1.69%
27/10/2023;8,7;8700;8,725;8,8;8,7;52.45M;-0.29%
30/10/2023;8,85;8850;8,7;8,85;8,7;51.96M;1.72%
31/10/2023;8,75;8750;8,8;8,825;8,725;64.91M;-1.13%
01/11/2023;8,6;8600;8,75;8,775;8,6;67.03M;-1.71%
02/11/2023;8,85;8850;8,725;8,9;8,725;56.05M;2.91%
03/11/2023;8,9;8900;8,925;8,95;8,85;60.41M;0.56%
06/11/2023;9,05;9050;8,975;9,05;8,95;84.99M;1.69%
07/11/2023;8,975;8975;9;9,025;8,9;60.65M;-0.83%
08/11/2023;9;9000;8,95;9;8,9;31.83M;0.28%
09/11/2023;9;9000;8,9;9,05;8,9;46.08M;0.00%
10/11/2023;8,825;8825;8,95;9;8,825;50.75M;-1.94%
13/11/2023;8,875;8875;8,875;8,925;8,85;32.72M;0.57%
14/11/2023;8,925;8925;8,9;8,95;8,875;37.20M;0.56%
15/11/2023;9,05;9050;8,975;9,05;8,95;84.98M;1.40%
16/11/2023;9,075;9075;9,05;9,075;8,95;80.28M;0.28%
17/11/2023;9,075;9075;9,025;9,075;8,975;57.05M;0.00%
20/11/2023;8,875;8875;8,975;9,025;8,875;73.54M;-2.20%
21/11/2023;8,775;8775;8,825;8,9;8,775;107.61M;-1.13%
22/11/2023;8,875;8875;8,775;8,875;8,775;40.36M;1.14%
23/11/2023;8,925;8925;8,85;8,975;8,85;55.54M;0.56%
24/11/2023;8,925;8925;8,925;8,975;8,9;51.62M;0.00%
27/11/2023;8,875;8875;8,9;8,95;8,875;35.68M;-0.56%
28/11/2023;8,875;8875;8,875;8,95;8,85;69.07M;0.00%
29/11/2023;8,9;8900;8,9;8,95;8,9;54.72M;0.28%
30/11/2023;8,975;8975;8,925;8,975;8,9;205.31M;0.84%
01/12/2023;8,95;8950;8,925;8,975;8,9;80.57M;-0.28%
04/12/2023;8,925;8925;8,95;9,025;8,925;54.75M;-0.28%
05/12/2023;8,9;8900;8,95;8,95;8,825;94.36M;-0.28%
06/12/2023;8,8;8800;8,85;8,95;8,8;81.85M;-1.12%
07/12/2023;8,825;8825;8,75;8,825;8,725;91.32M;0.28%
08/12/2023;8,75;8750;8,8;8,85;8,75;43.89M;-0.85%
11/12/2023;8,75;8750;8,675;8,775;8,675;78.64M;0.00%
12/12/2023;8,7;8700;8,7;8,75;8,7;87.59M;-0.57%
13/12/2023;8,675;8675;8,7;8,75;8,675;51.56M;-0.29%
14/12/2023;9,05;9050;8,775;9,05;8,75;139.38M;4.32%
15/12/2023;9,225;9225;9,125;9,225;9,075;275.01M;1.93%
18/12/2023;9,2;9200;9,2;9,225;9,15;111.71M;-0.27%
19/12/2023;9,25;9250;9,125;9,25;9,125;87.54M;0.54%
20/12/2023;9,3;9300;9,25;9,3;9,225;72.94M;0.54%
21/12/2023;9,325;9325;9,3;9,325;9,25;88.12M;0.27%
22/12/2023;9,325;9325;9,275;9,35;9,275;64.45M;0.00%
27/12/2023;9,375;9375;9,375;9,4;9,325;72.26M;0.54%
28/12/2023;9,4;9400;9,325;9,425;9,325;70.18M;0.27%
29/12/2023;9,4;9400;9,425;9,45;9,35;79.90M;0.00%
02/01/2024;9,425;9425;9,4;9,425;9,35;30.55M;0.27%
03/01/2024;9,35;9350;9,425;9,425;9,325;34.60M;-0.80%
04/01/2024;9,475;9475;9,4;9,475;9,375;77.29M;1.34%
05/01/2024;9,575;9575;9,5;9,6;9,475;85.29M;1.06%
08/01/2024;9,575;9575;9,6;9,625;9,475;50.90M;0.00%
09/01/2024;9,625;9625;9,6;9,625;9,575;59.85M;0.52%
10/01/2024;9,55;9550;9,65;9,65;9,55;52.77M;-0.78%
11/01/2024;9,575;9575;9,625;9,65;9,575;51.58M;0.26%
12/01/2024;9,7;9700;9,65;9,7;9,6;68.25M;1.31%
15/01/2024;9,725;9725;9,75;9,75;9,65;88.58M;0.26%
16/01/2024;9,7;9700;9,7;9,75;9,675;44.87M;-0.26%
17/01/2024;9,75;9750;9,75;9,75;9,65;107.71M;0.52%
18/01/2024;9,675;9675;9,675;9,75;9,625;71.05M;-0.77%
19/01/2024;9,625;9625;9,775;9,775;9,6;63.18M;-0.52%
22/01/2024;9,625;9625;9,6;9,65;9,525;52.87M;0.00%
23/01/2024;9,6;9600;9,45;9,6;9,45;92.35M;-0.26%
24/01/2024;9,525;9525;9,6;9,6;9,475;84.91M;-0.78%
25/01/2024;9,5;9500;9,45;9,575;9,45;63.21M;-0.26%
26/01/2024;9,35;9350;9,4;9,45;9,3;78.98M;-1.58%
29/01/2024;9,55;9550;9,4;9,55;9,375;73.45M;2.14%
30/01/2024;9,65;9650;9,5;9,65;9,475;73.14M;1.05%
31/01/2024;9,55;9550;9,7;9,7;9,55;102.58M;-1.04%
01/02/2024;9,7;9700;9,65;9,725;9,575;109.29M;1.57%
02/02/2024;9,7;9700;9,775;9,8;9,625;99.32M;0.00%
05/02/2024;9,575;9575;9,675;9,675;9,525;57.98M;-1.29%
06/02/2024;9,625;9625;9,75;9,75;9,625;87.65M;0.52%
07/02/2024;9,7;9700;9,7;9,725;9,65;93.32M;0.78%
12/02/2024;9,8;9800;9,75;9,8;9,7;99.80M;1.03%
13/02/2024;9,725;9725;9,75;9,8;9,7;66.07M;-0.77%
15/02/2024;9,85;9850;9,95;9,975;9,85;164.75M;1.29%
16/02/2024;9,95;9950;9,975;10;9,875;142.28M;1.02%
19/02/2024;9,875;9875;9,9;9,975;9,825;53.34M;-0.75%
20/02/2024;10,025;10025;9,85;10,025;9,85;64.00M;1.52%
21/02/2024;9,975;9975;9,95;10;9,85;75.55M;-0.50%
22/02/2024;9,875;9875;9,975;9,975;9,875;66.91M;-1.00%
23/02/2024;9,825;9825;9,9;9,925;9,8;55.19M;-0.51%
26/02/2024;9,8;9800;9,75;9,875;9,725;53.82M;-0.25%
27/02/2024;9,875;9875;9,75;9,9;9,75;43.74M;0.77%
28/02/2024;10;10000;9,975;10;9,9;66.95M;1.27%
29/02/2024;9,875;9875;10;10;9,85;127.02M;-1.25%
01/03/2024;9,825;9825;9,9;9,925;9,8;51.52M;-0.51%
04/03/2024;9,75;9750;9,8;9,825;9,75;43.82M;-0.76%
05/03/2024;9,8;9800;9,9;9,9;9,775;61.95M;0.51%
06/03/2024;9,95;9950;9,9;10;9,775;70.24M;1.53%
07/03/2024;10,125;10125;10,05;10,175;10;118.37M;1.76%
08/03/2024;10,15;10150;10,25;10,3;10,125;100.95M;0.25%
13/03/2024;10;10000;10,4;10,4;10;141.62M;-1.48%
14/03/2024;10,325;10325;10,05;10,325;10,025;110.68M;3.25%
15/03/2024;10,15;10150;10,2;10,3;10,05;154.18M;-1.69%
18/03/2024;10,15;10150;10,175;10,275;10,15;62.44M;0.00%
19/03/2024;10,175;10175;10,15;10,25;10,15;55.00M;0.25%
20/03/2024;10,125;10125;10,1;10,15;10,075;66.27M;-0.49%
21/03/2024;10,125;10125;10,175;10,225;10,05;90.28M;0.00%
22/03/2024;10,1;10100;10;10,125;9,95;120.53M;-0.25%
25/03/2024;10,075;10075;9,925;10,075;9,925;66.97M;-0.25%
26/03/2024;10,05;10050;9,95;10,05;9,95;65.74M;-0.25%
27/03/2024;10,075;10075;10,025;10,075;10;39.51M;0.25%
28/03/2024;10,075;10075;10,025;10,1;9,975;79.23M;0.00%
01/04/2024;9,85;9850;10,075;10,1;9,825;79.25M;-2.23%
02/04/2024;9,9;9900;9,925;9,95;9,8;76.76M;0.51%
03/04/2024;9,525;9525;9,75;9,8;9,525;177.42M;-3.79%
04/04/2024;9,85;9850;9,575;9,85;9,575;77.27M;3.41%
05/04/2024;9,825;9825;9,95;9,95;9,825;70.43M;-0.25%
16/04/2024;9,475;9475;9,35;9,575;9,25;283.27M;-3.56%
17/04/2024;9,525;9525;9,55;9,675;9,525;95.62M;0.53%
18/04/2024;9,475;9475;9,525;9,575;9,45;127.13M;-0.52%
19/04/2024;9,475;9475;9,35;9,5;9,3;147.78M;0.00%
22/04/2024;9,35;9350;9,4;9,425;9,35;128.91M;-1.32%
23/04/2024;9,725;9725;9,4;9,775;9,375;181.70M;4.01%
24/04/2024;9,95;9950;9,825;9,95;9,75;132.83M;2.31%
25/04/2024;9,775;9775;10;10;9,7;104.87M;-1.76%
26/04/2024;9,625;9625;9,7;9,825;9,625;100.93M;-1.53%
29/04/2024;9,8;9800;9,525;9,85;9,525;90.06M;1.82%
30/04/2024;9,8;9800;10,05;10,05;9,8;109.62M;0.00%
02/05/2024;9,55;9550;9,9;9,9;9,5;97.08M;-2.55%
03/05/2024;9,85;9850;9,75;9,85;9,675;84.03M;3.14%
06/05/2024;9,8;9800;9,85;9,875;9,775;53.08M;-0.51%
07/05/2024;9,7;9700;9,7;9,75;9,625;66.75M;-1.02%
08/05/2024;9,375;9375;9,6;9,7;9,375;112.81M;-3.35%
13/05/2024;9,525;9525;9,2;9,525;9,2;145.47M;1.60%
14/05/2024;9,55;9550;9,625;9,675;9,525;95.36M;0.26%
15/05/2024;9,5;9500;9,5;9,6;9,425;54.74M;-0.52%
16/05/2024;9,6;9600;9,575;9,675;9,525;61.13M;1.05%
17/05/2024;9,75;9750;9,6;9,85;9,575;99.85M;1.56%
20/05/2024;9,475;9475;9,7;9,8;9,475;87.89M;-2.82%
21/05/2024;9,375;9375;9,45;9,575;9,375;75.71M;-1.06%
22/05/2024;9,425;9425;9,475;9,575;9,325;121.71M;0.53%
27/05/2024;9,3;9300;9,3;9,375;9,275;128.58M;-1.33%
28/05/2024;9,3;9300;9,3;9,4;9,3;73.95M;0.00%
29/05/2024;9,15;9150;9,275;9,325;9,15;117.35M;-1.61%
30/05/2024;9;9000;9;9,25;8,775;207.12M;-1.64%
31/05/2024;9,25;9250;9,1;9,25;9,025;756.43M;2.78%
03/06/2024;9,275;9275;9,35;9,35;9,225;72.20M;0.27%
04/06/2024;9,35;9350;9,525;9,525;9,35;75.35M;0.81%
05/06/2024;9,45;9450;9,5;9,5;9,3;85.71M;1.07%
06/06/2024;9,475;9475;9,525;9,525;9,45;44.99M;0.26%
07/06/2024;9,325;9325;9,5;9,5;9,325;51.60M;-1.58%
10/06/2024;9,525;9525;9,5;9,525;9,45;45.58M;2.14%
11/06/2024;9,3;9300;9,55;9,55;9,3;68.69M;-2.36%
12/06/2024;9,25;9250;9,3;9,325;9,25;49.79M;-0.54%
13/06/2024;9,2;9200;9,475;9,475;9,2;84.65M;-0.54%
14/06/2024;9,2;9200;9,2;9,25;9,1;52.99M;0.00%
19/06/2024;9,05;9050;9,25;9,25;9,05;100.05M;-1.63%
20/06/2024;9,425;9425;9,15;9,425;9,1;81.47M;4.14%
21/06/2024;9,6;9600;9,475;9,675;9,4;167.76M;1.86%
24/06/2024;9,6;9600;9,6;9,75;9,575;79.59M;0.00%
25/06/2024;9,6;9600;9,6;9,6;9,45;80.03M;0.00%
26/06/2024;9,5;9500;9,525;9,65;9,45;77.91M;-1.04%
27/06/2024;9,75;9750;9,575;9,75;9,55;89.15M;2.63%
28/06/2024;9,925;9925;9,8;9,975;9,775;166.17M;1.79%
01/07/2024;9,875;9875;9,85;9,9;9,825;68.63M;-0.50%
02/07/2024;9,9;9900;10;10;9,85;78.85M;0.25%
03/07/2024;10;10000;9,975;10;9,925;55.86M;1.01%
04/07/2024;9,825;9825;9,975;10;9,825;67.05M;-1.75%
05/07/2024;9,95;9950;9,925;9,975;9,875;36.95M;1.27%
08/07/2024;10,05;10050;10;10,05;9,95;72.90M;1.01%
09/07/2024;10,075;10075;10,1;10,15;10,075;61.85M;0.25%
10/07/2024;10,1;10100;10,175;10,225;10,05;62.33M;0.25%
11/07/2024;10,075;10075;10;10,125;10;55.91M;-0.25%
12/07/2024;10,075;10075;10,05;10,1;10,025;79.03M;0.00%
15/07/2024;10,05;10050;10,05;10,075;9,95;36.68M;-0.25%
16/07/2024;9,95;9950;9,975;10,025;9,95;37.19M;-1.00%
17/07/2024;9,8;9800;9,9;9,95;9,8;90.67M;-1.51%
18/07/2024;10,1;10100;9,8;10,1;9,8;65.38M;3.06%
19/07/2024;10,125;10125;10,05;10,125;9,975;53.88M;0.25%
22/07/2024;10,1;10100;10,125;10,15;10,1;31.29M;-0.25%
23/07/2024;10,175;10175;10,2;10,2;10,125;39.32M;0.74%
24/07/2024;10,075;10075;10,125;10,175;10,075;24.66M;-0.98%
25/07/2024;10,3;10300;10,225;10,3;10,2;98.09M;2.23%
26/07/2024;10,325;10325;10,375;10,4;10,3;75.57M;0.24%
29/07/2024;10,25;10250;10,4;10,425;10,175;69.09M;-0.73%
30/07/2024;10,175;10175;10,3;10,3;10,175;32.20M;-0.73%
31/07/2024;10,275;10275;10,35;10,35;10,225;82.52M;0.98%
01/08/2024;10,375;10375;10,2;10,375;10,2;61.18M;0.97%
02/08/2024;10,2;10200;10,275;10,35;10,2;55.77M;-1.69%
05/08/2024;9,875;9875;10;10,15;9,875;126.33M;-3.19%
06/08/2024;10;10000;10,075;10,075;9,95;78.47M;1.27%
07/08/2024;10,1;10100;10;10,1;10;52.35M;1.00%
08/08/2024;10,225;10225;10,15;10,225;10,075;54.16M;1.24%
09/08/2024;10,15;10150;10,225;10,25;10,1;47.06M;-0.73%
12/08/2024;10,2;10200;10,1;10,2;10,075;40.36M;0.49%
13/08/2024;10,3;10300;10,25;10,3;10,175;55.21M;0.98%
14/08/2024;10,2;10200;10,3;10,3;10,2;48.00M;-0.97%
15/08/2024;10,225;10225;10,2;10,3;10,175;33.40M;0.25%
16/08/2024;10,325;10325;10,3;10,325;10,25;40.73M;0.98%
19/08/2024;10,375;10375;10,325;10,425;10,275;51.05M;0.48%
20/08/2024;10,425;10425;10,325;10,45;10,3;60.30M;0.48%
21/08/2024;10,425;10425;10,5;10,5;10,425;84.85M;0.00%
22/08/2024;10,325;10325;10,35;10,4;10,225;56.61M;-0.96%
23/08/2024;10,325;10325;10,325;10,375;10,3;46.65M;0.00%
26/08/2024;10,325;10325;10,275;10,375;10,25;35.15M;0.00%
27/08/2024;10,2;10200;10,275;10,3;10,175;60.45M;-1.21%
28/08/2024;10,35;10350;10,3;10,35;10,25;38.49M;1.47%
29/08/2024;10,225;10225;10,5;10,5;10,225;53.00M;-1.21%
30/08/2024;10,325;10325;10,325;10,325;10,2;158.40M;0.98%
02/09/2024;10,275;10275;10,375;10,375;10,2;72.01M;-0.48%
03/09/2024;10,175;10175;10,325;10,325;10,15;50.95M;-0.97%
04/09/2024;10,3;10300;10,15;10,3;10,125;44.82M;1.23%
05/09/2024;10,25;10250;10,35;10,35;10,25;39.33M;-0.49%
06/09/2024;10,3;10300;10,225;10,3;10,225;31.54M;0.49%
09/09/2024;10,275;10275;10,3;10,35;10,2;36.19M;-0.24%
10/09/2024;10,35;10350;10,35;10,35;10,275;55.09M;0.73%
11/09/2024;10,425;10425;10,425;10,425;10,35;64.62M;0.72%
12/09/2024;10,475;10475;10,45;10,5;10,375;70.76M;0.48%
13/09/2024;10,425;10425;10,4;10,425;10,325;70.06M;-0.48%
17/09/2024;10,5;10500;10,45;10,5;10,35;89.75M;0.72%
18/09/2024;10,625;10625;10,5;10,625;10,45;65.42M;1.19%
19/09/2024;10,9;10900;10,7;10,9;10,65;140.89M;2.59%
20/09/2024;10,775;10775;10,9;10,9;10,775;142.19M;-1.15%
23/09/2024;10,95;10950;10,725;10,95;10,725;72.55M;1.62%
24/09/2024;10,8;10800;10,775;10,95;10,775;105.19M;-1.37%
25/09/2024;10,85;10850;10,675;10,85;10,525;158.37M;0.46%
26/09/2024;10,7;10700;10,875;10,875;10,675;84.96M;-1.38%
27/09/2024;10,65;10650;10,5;10,75;10,4;93.03M;-0.47%
30/09/2024;10,325;10325;10,475;10,55;10,325;144.69M;-3.05%
01/10/2024;10,55;10550;10,4;10,55;10,375;59.80M;2.18%
02/10/2024;10,5;10500;10,325;10,55;10,325;86.75M;-0.47%
03/10/2024;10,45;10450;10,45;10,525;10,4;60.89M;-0.48%
04/10/2024;10,475;10475;10,4;10,475;10,35;58.50M;0.24%
07/10/2024;10,3;10300;10,35;10,375;10,25;91.87M;-1.67%
08/10/2024;10,4;10400;10,2;10,5;10,15;99.62M;0.97%
09/10/2024;10,425;10425;10,4;10,525;10,4;56.84M;0.24%
10/10/2024;10,5;10500;10,425;10,5;10,4;51.08M;0.72%
11/10/2024;10,375;10375;10,575;10,575;10,375;44.63M;-1.19%
14/10/2024;10,5;10500;10,375;10,5;10,375;31.74M;1.20%
15/10/2024;10,625;10625;10,55;10,625;10,45;66.64M;1.19%
16/10/2024;10,475;10475;10,7;10,725;10,475;63.26M;-1.41%
17/10/2024;10,725;10725;10,55;10,8;10,5;66.99M;2.39%
18/10/2024;10,75;10750;10,875;10,875;10,725;56.30M;0.23%
21/10/2024;10,675;10675;10,85;10,85;10,675;36.47M;-0.70%
22/10/2024;10,5;10500;10,475;10,6;10,475;94.80M;-1.64%
23/10/2024;10,65;10650;10,475;10,65;10,475;48.90M;1.43%
24/10/2024;10,7;10700;10,725;10,85;10,7;85.34M;0.47%
25/10/2024;10,75;10750;10,65;10,75;10,625;34.85M;0.47%
28/10/2024;10,6;10600;10,825;10,825;10,6;39.06M;-1.40%
29/10/2024;10,5;10500;10,525;10,575;10,5;49.68M;-0.94%
30/10/2024;10,35;10350;10,275;10,4;10,275;114.48M;-1.43%
31/10/2024;10,25;10250;10,325;10,475;10,25;97.55M;-0.97%
